,date,time,bf_03,Anomaly
135,2018-03-06,11:15:00,10.70608279,0
136,2018-03-06,11:20:00,11.15502492,0
137,2018-03-06,11:25:00,10.01711475,0
138,2018-03-06,11:30:00,11.84378476,0
139,2018-03-06,11:35:00,10.45198781,0
140,2018-03-06,11:40:00,12.32285236,0
141,2018-03-06,11:45:00,12.59032873,0
142,2018-03-06,11:50:00,11.72807139,0
143,2018-03-06,11:55:00,14.73902271,0
144,2018-03-06,12:00:00,11.95267179,0
145,2018-03-06,12:05:00,11.92322768,0
146,2018-03-06,12:10:00,12.10482594,0
147,2018-03-06,12:15:00,11.98430511,0
148,2018-03-06,12:20:00,13.36856911,0
149,2018-03-06,12:25:00,12.88622083,0
150,2018-03-06,12:30:00,11.90368871,0
151,2018-03-06,12:35:00,11.17952276,0
152,2018-03-06,12:40:00,12.13251614,0
153,2018-03-06,12:45:00,10.32564378,0
154,2018-03-06,12:50:00,11.96584498,0
155,2018-03-06,12:55:00,10.93393232,0
156,2018-03-06,13:00:00,11.46233631,0
157,2018-03-06,13:05:00,10.46400646,0
158,2018-03-06,13:10:00,10.02095062,0
159,2018-03-06,13:15:00,14.29961979,0
160,2018-03-06,13:20:00,11.2184556,0
161,2018-03-06,13:25:00,9.457897608,0
162,2018-03-06,13:30:00,13.01126521,0
163,2018-03-06,13:35:00,10.52645925,0
164,2018-03-06,13:40:00,9.662933799,0
165,2018-03-06,13:45:00,10.21294611,0
166,2018-03-06,13:50:00,11.00569089,0
167,2018-03-06,13:55:00,9.617149386,0
168,2018-03-06,14:00:00,10.98290278,0
169,2018-03-06,14:05:00,9.973260891,0
170,2018-03-06,14:10:00,10.53100804,0
171,2018-03-06,14:15:00,10.60843839,0
172,2018-03-06,14:20:00,10.47738785,0
173,2018-03-06,14:25:00,11.14243215,0
174,2018-03-06,14:30:00,10.38144057,0
175,2018-03-06,14:35:00,9.377274897,0
176,2018-03-06,14:40:00,13.45004985,0
177,2018-03-06,14:45:00,10.68189408,0
178,2018-03-06,14:50:00,10.48043509,0
179,2018-03-06,14:55:00,10.08099968,0
180,2018-03-06,15:00:00,10.18340106,0
181,2018-03-06,15:05:00,10.32387095,0
182,2018-03-06,15:10:00,10.46708525,0
183,2018-03-06,15:15:00,11.84919788,0
184,2018-03-06,15:20:00,10.16159085,0
185,2018-03-06,15:25:00,10.36897399,0
186,2018-03-06,15:30:00,9.729399114,0
187,2018-03-06,15:35:00,9.099243576,0
188,2018-03-06,15:40:00,10.64715673,0
189,2018-03-06,15:45:00,9.836507007,0
190,2018-03-06,15:50:00,10.23700233,0
191,2018-03-06,15:55:00,11.29858621,0
192,2018-03-06,16:00:00,9.514785861,0
193,2018-03-06,16:05:00,12.5603042,0
194,2018-03-06,16:10:00,10.56472333,0
195,2018-03-06,16:15:00,9.836507007,0
196,2018-03-06,16:20:00,9.911256039,0
197,2018-03-06,16:25:00,12.07820196,0
198,2018-03-06,16:30:00,10.77499599,0
199,2018-03-06,16:35:00,12.21948571,0
200,2018-03-06,16:40:00,11.12668489,0
201,2018-03-06,16:45:00,10.61358023,0
202,2018-03-06,16:50:00,9.973065312,0
203,2018-03-06,16:55:00,11.56767768,0
204,2018-03-06,17:00:00,11.60914043,0
205,2018-03-06,17:05:00,12.60422114,0
206,2018-03-06,17:10:00,15.5518932,0
207,2018-03-06,17:15:00,12.39373398,0
208,2018-03-06,17:20:00,11.56767768,0
209,2018-03-06,17:25:00,13.2197398,0
210,2018-03-06,17:30:00,13.33802724,0
211,2018-03-06,17:35:00,12.70606733,0
212,2018-03-06,17:40:00,11.61446522,0
213,2018-03-06,17:45:00,12.8388844,0
214,2018-03-06,17:50:00,14.64158651,0
215,2018-03-06,17:55:00,16.04113091,0
216,2018-03-06,18:00:00,14.30389098,0
217,2018-03-06,18:05:00,15.21304312,0
218,2018-03-06,18:10:00,14.21505395,0
219,2018-03-06,18:15:00,12.6966543,0
220,2018-03-06,18:20:00,11.33375258,0
221,2018-03-06,18:25:00,12.5603042,0
222,2018-03-06,18:30:00,13.96842252,0
223,2018-03-06,18:35:00,14.02645901,0
224,2018-03-06,18:40:00,13.49611186,0
225,2018-03-06,18:45:00,17.58217356,0
226,2018-03-06,18:50:00,13.24012418,0
227,2018-03-06,18:55:00,12.37975954,0
228,2018-03-06,19:00:00,13.46260476,0
229,2018-03-06,19:05:00,12.59538854,0
230,2018-03-06,19:10:00,13.84838749,0
231,2018-03-06,19:15:00,13.46071837,0
232,2018-03-06,19:20:00,13.56600927,0
233,2018-03-06,19:25:00,12.87596239,0
234,2018-03-06,19:30:00,11.82178527,0
235,2018-03-06,19:35:00,12.30392536,0
236,2018-03-06,19:40:00,13.62234233,0
237,2018-03-06,19:45:00,13.05636194,0
238,2018-03-06,19:50:00,12.54885967,0
239,2018-03-06,19:55:00,12.55709291,0
240,2018-03-06,20:00:00,13.49442735,0
241,2018-03-06,20:05:00,12.79389492,0
242,2018-03-06,20:10:00,11.78246128,0
243,2018-03-06,20:15:00,11.34729169,0
244,2018-03-06,20:20:00,11.98668992,0
245,2018-03-06,20:25:00,10.53225722,0
246,2018-03-06,20:30:00,11.3306801,0
247,2018-03-06,20:35:00,12.22503132,0
248,2018-03-06,20:40:00,10.94347784,0
249,2018-03-06,20:45:00,13.51963812,0
250,2018-03-06,20:50:00,13.70667473,0
251,2018-03-06,20:55:00,11.25453047,0
252,2018-03-06,21:00:00,12.08351414,0
253,2018-03-06,21:05:00,14.02350009,0
254,2018-03-06,21:10:00,13.06735853,0
255,2018-03-06,21:15:00,10.8412468,0
256,2018-03-06,21:20:00,10.4678928,0
257,2018-03-06,21:25:00,11.35554386,0
258,2018-03-06,21:30:00,11.63095695,0
259,2018-03-06,21:35:00,11.4785252,0
260,2018-03-06,21:40:00,12.21187705,0
261,2018-03-06,21:45:00,11.53034733,0
262,2018-03-06,21:50:00,11.41310718,0
263,2018-03-06,21:55:00,11.59957598,0
264,2018-03-06,22:00:00,12.41254742,0
265,2018-03-06,22:05:00,13.3869977,0
266,2018-03-06,22:10:00,13.37725661,0
267,2018-03-06,22:15:00,11.70407826,0
268,2018-03-06,22:20:00,12.02697919,0
269,2018-03-06,22:25:00,11.50979261,0
270,2018-03-06,22:30:00,11.83315409,0
271,2018-03-06,22:35:00,11.13106964,0
272,2018-03-06,22:40:00,13.72505916,0
273,2018-03-06,22:45:00,17.08625462,0
274,2018-03-06,22:50:00,11.57581629,0
275,2018-03-06,22:55:00,10.50100874,0
276,2018-03-06,23:00:00,10.58530329,0
277,2018-03-06,23:05:00,9.74096982,0
278,2018-03-06,23:10:00,9.075420792,0
279,2018-03-06,23:15:00,8.75279115,0
280,2018-03-06,23:20:00,7.811059338,0
281,2018-03-06,23:25:00,7.907372532,0
282,2018-03-06,23:30:00,7.905896226,0
283,2018-03-06,23:35:00,9.775372797,0
284,2018-03-06,23:40:00,10.2866163,0
285,2018-03-06,23:45:00,10.97642975,0
286,2018-03-06,23:50:00,11.1504572,0
287,2018-03-06,23:55:00,10.6669733,0
288,2018-03-07,00:00:00,9.822538881,0
289,2018-03-07,00:05:00,9.467802738,0
290,2018-03-07,00:10:00,10.28476777,0
291,2018-03-07,00:15:00,13.32662688,0
292,2018-03-07,00:20:00,9.468768015,0
293,2018-03-07,00:25:00,8.218917261,0
294,2018-03-07,00:30:00,7.821601677,0
295,2018-03-07,00:35:00,8.02530036,0
296,2018-03-07,00:40:00,7.55180991,0
297,2018-03-07,00:45:00,7.265356074,0
298,2018-03-07,00:50:00,7.189073955,0
299,2018-03-07,00:55:00,7.028068275,0
300,2018-03-07,01:00:00,8.7455358,0
301,2018-03-07,01:05:00,9.25877295,0
302,2018-03-07,01:10:00,7.528176396,0
303,2018-03-07,01:15:00,7.283431359,0
304,2018-03-07,01:20:00,7.117466805,0
305,2018-03-07,01:25:00,6.939262791,0
306,2018-03-07,01:30:00,7.37118324,0
307,2018-03-07,01:35:00,7.331341905,0
308,2018-03-07,01:40:00,7.638230592,0
309,2018-03-07,01:45:00,7.8748938,0
310,2018-03-07,01:50:00,10.92227329,0
311,2018-03-07,01:55:00,10.8720915,0
312,2018-03-07,02:00:00,7.326805734,0
313,2018-03-07,02:05:00,7.139308563,0
314,2018-03-07,02:10:00,7.903132884,0
315,2018-03-07,02:15:00,6.774011154,0
316,2018-03-07,02:20:00,6.875914122,0
317,2018-03-07,02:25:00,7.249697136,0
318,2018-03-07,02:30:00,7.127252064,0
319,2018-03-07,02:35:00,7.250883228,0
320,2018-03-07,02:40:00,6.897206997,0
321,2018-03-07,02:45:00,6.234888177,0
322,2018-03-07,02:50:00,6.691287546,0
323,2018-03-07,02:55:00,6.777985824,0
324,2018-03-07,03:00:00,6.266559357,0
325,2018-03-07,03:05:00,6.354746559,0
326,2018-03-07,03:10:00,7.264403415,0
327,2018-03-07,03:15:00,6.889333365,0
328,2018-03-07,03:20:00,6.301454436,0
329,2018-03-07,03:25:00,6.823088865,0
330,2018-03-07,03:30:00,12.06625271,0
331,2018-03-07,03:35:00,6.594911262,0
332,2018-03-07,03:40:00,6.69473226,0
333,2018-03-07,03:45:00,6.889333365,0
334,2018-03-07,03:50:00,7.58127294,0
335,2018-03-07,03:55:00,7.191023436,0
336,2018-03-07,04:00:00,8.272341873,0
337,2018-03-07,04:05:00,7.624382337,0
338,2018-03-07,04:10:00,7.51017051,0
339,2018-03-07,04:15:00,7.030661274,0
340,2018-03-07,04:20:00,6.969659553,0
341,2018-03-07,04:25:00,7.667018559,0
342,2018-03-07,04:30:00,7.0730199,0
343,2018-03-07,04:35:00,9.385407198,0
344,2018-03-07,04:40:00,9.988389873,0
345,2018-03-07,04:45:00,8.400099123,0
346,2018-03-07,04:50:00,8.238191256,0
347,2018-03-07,04:55:00,8.5846563,0
348,2018-03-07,05:00:00,9.297560682,0
349,2018-03-07,05:05:00,12.55073344,0
350,2018-03-07,05:10:00,11.13890542,0
351,2018-03-07,05:15:00,10.39212171,0
352,2018-03-07,05:20:00,12.75142904,0
353,2018-03-07,05:25:00,11.84799286,0
354,2018-03-07,05:30:00,13.33781905,0
355,2018-03-07,05:35:00,14.65785112,0
356,2018-03-07,05:40:00,12.87900964,0
357,2018-03-07,05:45:00,14.25869961,0
358,2018-03-07,05:50:00,14.65958609,0
359,2018-03-07,05:55:00,20.09429118,0
360,2018-03-07,06:00:00,25.53092051,0
361,2018-03-07,06:05:00,27.51036296,0
362,2018-03-07,06:10:00,29.35025032,0
363,2018-03-07,06:15:00,31.60387559,0
364,2018-03-07,06:20:00,33.39235091,0
365,2018-03-07,06:25:00,35.6099581,0
366,2018-03-07,06:30:00,37.68999755,0
367,2018-03-07,06:35:00,38.77478593,0
368,2018-03-07,06:40:00,36.54572791,0
369,2018-03-07,06:45:00,27.8272451,0
370,2018-03-07,06:50:00,24.77267966,0
371,2018-03-07,06:55:00,22.18913785,0
372,2018-03-07,07:00:00,19.56278948,0
373,2018-03-07,07:05:00,18.32567659,0
374,2018-03-07,07:10:00,17.85170666,0
375,2018-03-07,07:15:00,16.31308036,0
376,2018-03-07,07:20:00,15.73510656,0
377,2018-03-07,07:25:00,14.80595489,0
378,2018-03-07,07:30:00,15.01176709,0
379,2018-03-07,07:35:00,15.58062438,0
380,2018-03-07,07:40:00,13.85169971,0
381,2018-03-07,07:45:00,13.38396938,0
382,2018-03-07,07:50:00,14.18504204,0
383,2018-03-07,07:55:00,15.01553356,0
384,2018-03-07,08:00:00,14.81632058,0
385,2018-03-07,08:05:00,15.44257715,0
386,2018-03-07,08:10:00,13.88543394,0
387,2018-03-07,08:15:00,17.64551592,0
388,2018-03-07,08:20:00,13.05158603,0
389,2018-03-07,08:25:00,13.31145374,0
390,2018-03-07,08:30:00,14.68406501,0
391,2018-03-07,08:35:00,12.23499954,0
392,2018-03-07,08:40:00,13.29393995,0
393,2018-03-07,08:45:00,13.36282792,0
394,2018-03-07,08:50:00,14.59994081,0
395,2018-03-07,08:55:00,12.81504269,0
396,2018-03-07,09:00:00,14.47786796,0
397,2018-03-07,09:05:00,12.00545919,0
398,2018-03-07,09:10:00,14.64877247,0
399,2018-03-07,09:15:00,11.74600787,0
400,2018-03-07,09:20:00,13.37506107,0
401,2018-03-07,09:25:00,12.19026242,0
402,2018-03-07,09:30:00,14.99966012,0
403,2018-03-07,09:35:00,12.71352457,0
404,2018-03-07,09:40:00,15.63632024,0
405,2018-03-07,09:45:00,15.78215908,0
406,2018-03-07,09:50:00,11.50500407,0
407,2018-03-07,09:55:00,11.52629064,0
408,2018-03-07,10:00:00,11.42387033,0
409,2018-03-07,10:05:00,12.80499876,0
410,2018-03-07,10:10:00,11.86717853,0
411,2018-03-07,10:15:00,14.0578526,0
412,2018-03-07,10:20:00,13.08769874,0
413,2018-03-07,10:25:00,12.76062756,0
414,2018-03-07,10:30:00,13.43561486,0
415,2018-03-07,10:35:00,13.81023697,0
416,2018-03-07,10:40:00,13.12327519,0
417,2018-03-07,10:45:00,12.51496141,0
418,2018-03-07,10:50:00,11.52388691,0
419,2018-03-07,10:55:00,12.82951553,0
420,2018-03-07,11:00:00,12.48084234,0
421,2018-03-07,11:05:00,11.32740572,0
422,2018-03-07,11:10:00,10.65013457,0
423,2018-03-07,11:15:00,12.88649842,0
424,2018-03-07,11:20:00,12.51562386,0
425,2018-03-07,11:25:00,11.64400396,0
426,2018-03-07,11:30:00,12.19358726,0
427,2018-03-07,11:35:00,11.44335884,0
428,2018-03-07,11:40:00,12.21809142,0
429,2018-03-07,11:45:00,12.06432847,0
430,2018-03-07,11:50:00,11.53731877,0
431,2018-03-07,11:55:00,12.77436226,0
432,2018-03-07,12:00:00,13.41258701,0
433,2018-03-07,12:05:00,14.2406748,0
434,2018-03-07,12:10:00,12.97692532,0
435,2018-03-07,12:15:00,11.99505565,0
436,2018-03-07,12:20:00,12.06885202,0
437,2018-03-07,12:25:00,13.10396334,0
438,2018-03-07,12:30:00,14.33855894,0
439,2018-03-07,12:35:00,12.50589538,0
440,2018-03-07,12:40:00,11.44731458,0
441,2018-03-07,12:45:00,12.38291404,0
442,2018-03-07,12:50:00,13.330917,0
443,2018-03-07,12:55:00,12.04752129,0
444,2018-03-07,13:00:00,11.32709658,0
445,2018-03-07,13:05:00,12.09543815,0
446,2018-03-07,13:10:00,11.73766738,0
447,2018-03-07,13:15:00,10.03141725,0
448,2018-03-07,13:20:00,10.92509341,0
449,2018-03-07,13:25:00,11.4061799,0
450,2018-03-07,13:30:00,11.26954589,0
451,2018-03-07,13:35:00,10.85896247,0
452,2018-03-07,13:40:00,12.3810592,0
453,2018-03-07,13:45:00,9.978806502,0
454,2018-03-07,13:50:00,12.42496353,0
455,2018-03-07,13:55:00,12.95185335,0
456,2018-03-07,14:00:00,10.60727123,0
457,2018-03-07,14:05:00,10.35959882,0
458,2018-03-07,14:10:00,13.19088244,0
459,2018-03-07,14:15:00,10.40984369,0
460,2018-03-07,14:20:00,8.447359842,0
461,2018-03-07,14:25:00,8.950218687,0
462,2018-03-07,14:30:00,9.857402415,0
463,2018-03-07,14:35:00,11.1497569,0
464,2018-03-07,14:40:00,12.17379593,0
465,2018-03-07,14:45:00,12.43654054,0
466,2018-03-07,14:50:00,13.39998793,0
467,2018-03-07,14:55:00,12.29325053,0
468,2018-03-07,15:00:00,11.46783145,0
469,2018-03-07,15:05:00,11.46089786,0
470,2018-03-07,15:10:00,10.96908607,0
471,2018-03-07,15:15:00,10.1454335,0
472,2018-03-07,15:20:00,10.71307316,0
473,2018-03-07,15:25:00,10.98468823,0
474,2018-03-07,15:30:00,12.65813786,0
475,2018-03-07,15:35:00,10.16775474,0
476,2018-03-07,15:40:00,10.10840598,0
477,2018-03-07,15:45:00,11.50234799,0
478,2018-03-07,15:50:00,10.32123379,0
479,2018-03-07,15:55:00,11.44016648,0
480,2018-03-07,16:00:00,11.61967646,0
481,2018-03-07,16:05:00,10.72695296,0
482,2018-03-07,16:10:00,10.62507523,0
483,2018-03-07,16:15:00,10.99920524,0
484,2018-03-07,16:20:00,10.16394411,0
485,2018-03-07,16:25:00,10.98468823,0
486,2018-03-07,16:30:00,11.04427673,0
487,2018-03-07,16:35:00,12.27547808,0
488,2018-03-07,16:40:00,12.73756186,0
489,2018-03-07,16:45:00,11.98378147,0
490,2018-03-07,16:50:00,11.90961286,0
491,2018-03-07,16:55:00,11.36795998,0
492,2018-03-07,17:00:00,11.9129314,0
493,2018-03-07,17:05:00,12.28327601,0
494,2018-03-07,17:10:00,13.3663862,0
495,2018-03-07,17:15:00,16.01711886,0
496,2018-03-07,17:20:00,15.19300573,0
497,2018-03-07,17:25:00,14.83760714,0
498,2018-03-07,17:30:00,13.92639197,0
499,2018-03-07,17:35:00,20.65806342,0
500,2018-03-07,17:40:00,45.49925882,0
501,2018-03-07,17:45:00,36.96735838,0
502,2018-03-07,17:50:00,28.40200131,0
503,2018-03-07,17:55:00,24.65934478,0
504,2018-03-07,18:00:00,21.81143064,0
505,2018-03-07,18:05:00,19.91609348,0
506,2018-03-07,18:10:00,18.14949146,0
507,2018-03-07,18:15:00,17.29702569,0
508,2018-03-07,18:20:00,16.24390217,0
509,2018-03-07,18:25:00,17.7248516,0
510,2018-03-07,18:30:00,15.29807582,0
511,2018-03-07,18:35:00,14.86055929,0
512,2018-03-07,18:40:00,13.96546991,0
513,2018-03-07,18:45:00,15.01041696,0
514,2018-03-07,18:50:00,15.46187639,0
515,2018-03-07,18:55:00,17.62887909,0
516,2018-03-07,19:00:00,14.94581911,0
517,2018-03-07,19:05:00,15.04632148,0
518,2018-03-07,19:10:00,12.97570768,0
519,2018-03-07,19:15:00,14.98588757,0
520,2018-03-07,19:20:00,13.83078538,0
521,2018-03-07,19:25:00,13.78650251,0
522,2018-03-07,19:30:00,13.97563371,0
523,2018-03-07,19:35:00,14.59560652,0
524,2018-03-07,19:40:00,22.54316108,0
525,2018-03-07,19:45:00,37.46558011,0
526,2018-03-07,19:50:00,35.21195483,0
527,2018-03-07,19:55:00,28.25286917,0
528,2018-03-07,20:00:00,22.07187247,0
529,2018-03-07,20:05:00,19.8094209,0
530,2018-03-07,20:10:00,18.69718837,0
531,2018-03-07,20:15:00,18.19648089,0
532,2018-03-07,20:20:00,15.06734938,0
533,2018-03-07,20:25:00,19.05868776,0
534,2018-03-07,20:30:00,14.39898654,0
535,2018-03-07,20:35:00,13.65326274,0
536,2018-03-07,20:40:00,12.80233636,0
537,2018-03-07,20:45:00,13.93381135,0
538,2018-03-07,20:50:00,13.14222743,0
539,2018-03-07,20:55:00,13.37342704,0
540,2018-03-07,21:00:00,13.40597517,0
541,2018-03-07,21:05:00,13.51183388,0
542,2018-03-07,21:10:00,13.96846038,0
543,2018-03-07,21:15:00,13.03771884,0
544,2018-03-07,21:20:00,12.23011637,0
545,2018-03-07,21:25:00,13.49568915,0
546,2018-03-07,21:30:00,12.07939436,0
547,2018-03-07,21:35:00,13.02428698,0
548,2018-03-07,21:40:00,12.6878911,0
549,2018-03-07,21:45:00,11.23395051,0
550,2018-03-07,21:50:00,15.68395319,0
551,2018-03-07,21:55:00,11.9144771,0
552,2018-03-07,22:00:00,11.02029622,0
553,2018-03-07,22:05:00,12.07692754,0
554,2018-03-07,22:10:00,11.57360183,0
555,2018-03-07,22:15:00,9.963557649,0
556,2018-03-07,22:20:00,10.98501629,0
557,2018-03-07,22:25:00,11.51465684,0
558,2018-03-07,22:30:00,10.11611558,0
559,2018-03-07,22:35:00,9.003649608,0
560,2018-03-07,22:40:00,9.278065872,0
561,2018-03-07,22:45:00,9.451096506,0
562,2018-03-07,22:50:00,10.11611558,0
563,2018-03-07,22:55:00,9.341446086,0
564,2018-03-07,23:00:00,9.151469478,0
565,2018-03-07,23:05:00,10.11363614,0
566,2018-03-07,23:10:00,9.959482035,0
567,2018-03-07,23:15:00,8.731094499,0
568,2018-03-07,23:20:00,8.560480212,0
569,2018-03-07,23:25:00,8.911512972,0
570,2018-03-07,23:30:00,10.48015119,0
571,2018-03-07,23:35:00,8.412780213,0
572,2018-03-07,23:40:00,7.991458884,0
573,2018-03-07,23:45:00,8.776992474,0
574,2018-03-07,23:50:00,7.926728544,0
575,2018-03-07,23:55:00,7.801034337,0
576,2018-03-08,00:00:00,7.222745088,0
577,2018-03-08,00:05:00,7.364502009,0
578,2018-03-08,00:10:00,7.54083225,0
579,2018-03-08,00:15:00,7.101107568,0
580,2018-03-08,00:20:00,7.575620076,0
581,2018-03-08,00:25:00,8.095241934,0
582,2018-03-08,00:30:00,10.89144752,0
583,2018-03-08,00:35:00,13.55310736,0
584,2018-03-08,00:40:00,41.94866087,0
585,2018-03-08,00:45:00,44.36321612,0
586,2018-03-08,00:50:00,37.02526238,0
587,2018-03-08,00:55:00,54.65370614,0
588,2018-03-08,01:00:00,53.20065512,0
589,2018-03-08,01:05:00,58.37048946,0
590,2018-03-08,01:10:00,56.45052196,0
591,2018-03-08,01:15:00,52.8164938,0
592,2018-03-08,01:20:00,42.90143974,0
593,2018-03-08,01:25:00,21.28652184,0
594,2018-03-08,01:30:00,18.65467202,0
595,2018-03-08,01:35:00,15.71632466,0
596,2018-03-08,01:40:00,14.05006098,0
597,2018-03-08,01:45:00,13.20631425,0
598,2018-03-08,01:50:00,13.75297648,0
599,2018-03-08,01:55:00,16.30059485,0
600,2018-03-08,02:00:00,19.70108276,0
601,2018-03-08,02:05:00,18.22518053,0
602,2018-03-08,02:10:00,16.41792332,0
603,2018-03-08,02:15:00,13.69196845,0
604,2018-03-08,02:20:00,13.48381562,0
605,2018-03-08,02:25:00,13.37899158,0
606,2018-03-08,02:30:00,12.75246372,0
