time,bf_03,bf_04,bl_ce193
2018-03-07 09:50:00,11.50500407,5.274,1.51362054
2018-03-07 09:55:00,11.52629064,5.274,1.51362054
2018-03-07 10:00:00,11.42387033,5.274,1.51362054
2018-03-07 10:05:00,12.80499876,NA,1.51362054
2018-03-07 10:10:00,11.86717853,4.171,1.51362054
2018-03-07 10:15:00,14.0578526,4.171,NA
2018-03-07 10:20:00,13.08769874,4.171,1.51362054
2018-03-07 10:25:00,12.76062756,4.523,NA
2018-03-07 10:30:00,13.43561486,4.523,NA
2018-03-07 10:35:00,13.81023697,4.523,1.51362054
2018-03-07 10:40:00,13.12327519,4.523,1.51362054
2018-03-07 10:45:00,12.51496141,4.523,1.51362054
2018-03-07 10:50:00,11.52388691,4.891,1.51362054
2018-03-07 10:55:00,12.82951553,4.891,1.51362054
2018-03-07 11:00:00,12.48084234,NA,1.51362054
2018-03-07 11:05:00,11.32740572,4.891,NA
2018-03-07 11:10:00,10.65013457,5.673,NA
2018-03-07 11:15:00,12.88649842,5.673,NA
2018-03-07 11:20:00,12.51562386,4.891,1.51362054
2018-03-07 11:25:00,11.64400396,4.891,1.51362054
2018-03-07 11:30:00,12.19358726,5.274,1.51362054
2018-03-07 11:35:00,11.44335884,2.911,NA
2018-03-07 11:40:00,12.21809142,NA,1.51362054
2018-03-07 11:45:00,12.06432847,2.371,1.51362054
2018-03-07 11:50:00,11.53731877,2.371,NA
2018-03-07 11:55:00,12.77436226,3.204,1.51362054
2018-03-07 12:00:00,13.41258701,3.204,1.51362054
2018-03-07 12:05:00,14.2406748,3.204,1.51362054
2018-03-07 12:10:00,12.97692532,2.911,NA
2018-03-07 12:15:00,11.99505565,2.911,1.51362054
2018-03-07 12:20:00,12.06885202,2.911,NA
2018-03-07 12:25:00,13.10396334,2.911,1.51362054
2018-03-07 12:30:00,14.33855894,2.911,NA
2018-03-07 12:35:00,12.50589538,2.911,NA
2018-03-07 12:40:00,11.44731458,2.911,NA
2018-03-07 12:45:00,12.38291404,2.911,1.51362054
2018-03-07 12:50:00,13.330917,2.634,NA
2018-03-07 12:55:00,12.04752129,2.634,NA
2018-03-07 13:00:00,11.32709658,2.634,NA
2018-03-07 13:05:00,12.09543815,1.89,1.51362054
2018-03-07 13:10:00,11.73766738,1.89,1.51362054
2018-03-07 13:15:00,10.03141725,NA,1.51362054
2018-03-07 13:20:00,10.92509341,2.123,1.51362054
2018-03-07 13:25:00,11.4061799,2.123,NA
2018-03-07 13:30:00,11.26954589,NA,1.51362054
2018-03-07 13:35:00,10.85896247,2.123,NA
2018-03-07 13:40:00,12.3810592,2.123,1.51362054
2018-03-07 13:45:00,9.978806502,2.123,NA
2018-03-07 13:50:00,12.42496353,NA,1.51362054
2018-03-07 13:55:00,12.95185335,1.89,NA
2018-03-07 14:00:00,10.60727123,1.89,1.51362054
2018-03-07 14:05:00,10.35959882,2.123,NA
2018-03-07 14:10:00,13.19088244,2.123,1.51362054
2018-03-07 14:15:00,10.40984369,2.123,1.51362054
2018-03-07 14:20:00,8.447359842,2.123,NA
2018-03-07 14:25:00,8.950218687,2.123,NA
2018-03-07 14:30:00,9.857402415,2.123,1.51362054
2018-03-07 14:35:00,11.1497569,2.123,1.51362054
2018-03-07 14:40:00,12.17379593,2.123,NA
2018-03-07 14:45:00,12.43654054,2.123,1.51362054
2018-03-07 14:50:00,13.39998793,2.123,NA
2018-03-07 14:55:00,12.29325053,2.123,NA
2018-03-07 15:00:00,11.46783145,2.123,1.51362054
2018-03-07 15:05:00,11.46089786,2.123,NA
2018-03-07 15:10:00,10.96908607,2.123,1.51362054
2018-03-07 15:15:00,10.1454335,2.123,1.51362054
2018-03-07 15:20:00,10.71307316,2.123,1.51362054
2018-03-07 15:25:00,10.98468823,1.89,1.51362054
2018-03-07 15:30:00,12.65813786,1.89,NA
2018-03-07 15:35:00,10.16775474,1.89,1.51362054
